Customer ID,Gender,Age,Income (USD/Month)
51840,Male,31,16074
51839,Female,35,24047
51838,Male,20,12848
51837,Male,19,5441
51836,Male,36,10207
51835,Male,45,8250
51834,Male,58,12992
51833,Male,25,4198
51832,Male,24,7392
51831,Male,43,4307
51830,Male,20,19569
51829,Male,37,17258
51828,Female,54,19582
51827,Male,30,2436
51826,Male,37,5601
51825,Male,54,25516
51824,Male,38,19745
51823,Male,35,6197
51822,Male,26,19956
51821,Female,36,13332
51820,Male,21,9423
51819,Female,22,11259
51818,Male,47,23671
51817,Male,22,6397
51816,Male,35,5308
51815,Male,27,24872
51814,Female,22,16214
51813,Male,51,4272
51812,Female,26,7159
51811,Male,23,21221
51810,Male,48,19210
51809,Female,23,8058
51808,Female,40,5051
51807,Female,39,15807
51806,Male,22,7353
51805,Male,18,22882
51804,Male,36,13707
51803,Male,25,20571
51802,Male,36,4797
51801,Female,33,22477
51800,Male,59,6244
51799,Male,25,20690
51798,Male,29,12686
51797,Male,45,9902
51796,Male,28,4772
51795,Female,30,17892
51794,Female,57,21914
51793,Female,40,14792
51792,Male,19,17027
51791,Male,22,4754
51790,Female,33,31885
51789,Male,18,34877
51788,Female,38,26824
51787,Female,23,3057
51786,Male,43,17828
51785,Male,39,8672
51784,Male,48,3660
51783,Male,40,10192
51782,Female,21,4747
51781,Male,34,14302
51780,Female,49,8518
51779,Male,28,7138
51778,Female,24,10515
51777,Male,39,17682
51776,Female,20,3976
51775,Female,42,7469
51774,Male,24,9278
51773,Male,33,13607
51772,Male,25,6698
51771,Male,23,18532
51770,Male,62,20572
51769,Female,47,4655
51768,Female,38,28988
51767,Male,55,21764
51766,Male,18,12364
51765,Female,48,17884
51764,Female,39,13328
51763,Male,32,2807
51762,Male,52,13813
51761,Male,25,17751
51760,Male,30,23892
51759,Female,27,22511
51758,Female,28,8694
51757,Female,25,20881
51756,Male,19,23929
51755,Female,32,4264
51754,Female,50,14483
51753,Female,61,20658
51752,Female,18,23952
51751,Male,26,23268
51750,Male,30,12442
51749,Male,45,2999
51748,Male,30,7540
51747,Female,40,20667
51746,Male,26,16646
51745,Male,27,15072
51744,Male,35,16508
51743,Female,26,9241
51742,Male,35,5119
51741,Male,27,13525
51740,Male,18,15037
51739,Male,28,22697
51738,Male,29,17257
51737,Male,32,17096
51736,Male,29,26557
51735,Male,39,32956
51734,Female,39,17091
51733,Male,26,10388
51732,Male,63,10271
51731,Male,40,16452
51730,Female,23,9204
51729,Male,22,6663
51728,Male,40,12636
51727,Male,21,27164
51726,Female,26,5522
51725,Male,40,24500
51724,Male,34,16233
51723,Female,32,18830
51722,Female,35,23945
51721,Male,18,12550
51720,Female,22,15089
51719,Male,25,23617
51718,Female,55,15324
51717,Male,40,7496
51716,Male,22,25417
51715,Female,33,20333
51714,Female,30,31543
51713,Male,39,22888
51712,Male,60,11041
51711,Male,22,3626
51710,Male,35,13177
51709,Female,47,14144
51708,Male,18,24950
51707,Female,29,15879
51706,Female,25,9381
51705,Male,43,21952
51704,Male,46,12387
51703,Female,35,3697
51702,Female,38,3120
51701,Male,27,29437
51700,Male,32,17159
51699,Female,56,17759
51698,Female,24,22126
51697,Female,25,20348
51696,Female,31,10588
51695,Female,22,8768
51694,Male,35,18313
51693,Male,40,11533
51692,Female,20,8868
51691,Male,30,3754
51690,Male,18,22486
51689,Female,27,15958
51688,Female,35,17973
51687,Male,18,14975
51686,Male,26,30331
51685,Female,28,18660
51684,Female,33,19248
51683,Male,28,11353
51682,Male,18,9061
51681,Male,36,23335
51680,Female,22,13776
51679,Female,22,24261
51678,Female,61,21935
51677,Female,19,10644
51676,Female,40,24171
51675,Female,31,7727
51674,Female,22,12110
51673,Male,55,8737
51672,Female,64,20466
51671,Male,25,22333
51670,Female,24,16289
51669,Female,22,24610
51668,Female,25,23978
51667,Female,20,3076
51666,Female,23,5786
51665,Female,21,13913
51664,Female,31,21791
51663,Female,39,19759
51662,Male,42,7006
51661,Male,39,4334
51660,Female,18,19470
51659,Male,63,17044
51658,Female,34,23930
51657,Male,57,17044
51656,Female,20,24024
51655,Male,29,18789
51654,Male,47,13408
51653,Female,47,30558
51652,Female,24,8417
51651,Male,29,17988
51650,Male,37,15914
51649,Female,34,14526
51648,Female,36,19625
51647,Female,34,12175
51646,Male,34,9323
51645,Male,32,3188
51644,Female,37,22576
51643,Female,19,21432
51642,Male,27,16639
51641,Male,52,12294
51640,Female,35,34996
51639,Male,23,14379
51638,Female,19,24149
51637,Male,64,23176
51636,Female,23,9068
51635,Male,29,29292
51634,Male,33,8208
51633,Male,22,6212
51632,Male,21,21924
51631,Male,22,31970
51630,Female,25,7216
51629,Male,31,24114
51628,Male,47,12906
51627,Male,53,2876
51626,Male,37,16941
51625,Male,31,10486
51624,Male,37,24968
51623,Female,58,14204
51622,Male,37,33240
51621,Male,26,4542
51620,Male,62,20770
51619,Male,28,21034
51618,Female,26,22315
51617,Female,44,6384
51616,Female,55,24106
51615,Female,59,10516
51614,Female,55,12279
51613,Male,61,15617
51612,Female,58,2685
51611,Male,18,21273
51610,Male,30,7551
51609,Male,21,2878
51608,Male,36,14951
51607,Male,26,18598
51606,Female,22,2141
51605,Female,21,23705
51604,Female,22,4584
51603,Male,30,7933
51602,Male,34,30562
51601,Female,42,16120
51600,Male,40,13607
51599,Male,60,7787
51598,Female,29,14716
51597,Male,57,12217
51596,Male,18,18594
51595,Female,29,32114
51594,Female,28,13131
51593,Female,21,20984
51592,Male,33,9147
51591,Female,33,23113
51590,Male,38,9714
51589,Male,48,13690
51588,Male,25,12352
51587,Male,39,23470
51586,Female,28,9750
51585,Male,36,13607
51584,Male,39,22889
51583,Male,32,16156
51582,Male,30,19615
51581,Male,19,18069
51580,Male,51,6115
51579,Male,38,13990
51578,Male,33,11939
51577,Female,49,3363
51576,Male,19,24984
51575,Male,45,19901
51574,Male,26,20450
51573,Male,58,20583
51572,Male,38,4735
51571,Male,34,31471
51570,Female,27,6470
51569,Female,37,11996
51568,Male,27,2879
51567,Female,63,16371
51566,Male,45,2530
51565,Male,26,11056
51564,Female,31,21656
51563,Male,31,5876
51562,Male,30,34366
51561,Male,27,12530
51560,Female,35,32026
51559,Female,28,13624
51558,Male,27,8038
51557,Male,31,20425
51556,Male,44,18109
51555,Female,34,4873
51554,Female,40,12431
51553,Female,60,9912
51552,Male,19,20517
51551,Male,18,18955
51550,Male,36,6003
51549,Male,23,17503
51548,Male,22,7184
51547,Female,39,5965
51546,Male,25,10694
51545,Female,20,24894
51544,Male,18,4460
51543,Male,54,7360
51542,Female,39,20151
51541,Male,36,9788
51540,Female,29,14509
51539,Female,35,20939
51538,Female,49,16156
51537,Female,52,17984
51536,Male,44,11704
51535,Female,27,9449
51534,Female,31,15177
51533,Male,19,24636
51532,Female,18,4006
51531,Female,44,19604
51530,Female,24,4098
51529,Male,39,18242
51528,Male,40,18331
51527,Female,30,22630
51526,Female,40,18483
51525,Female,29,8944
51524,Male,33,11396
51523,Male,36,14289
51522,Male,38,30856
51521,Female,28,7788
51520,Male,34,10134
51519,Female,29,9059
51518,Female,26,4182
51517,Female,29,18198
51516,Male,40,23961
51515,Male,37,34343
51514,Female,62,19124
51513,Female,25,18926
51512,Female,36,9989
51511,Male,41,12196
51510,Female,18,6855
51509,Male,26,17703
51508,Female,50,5530
51507,Female,33,17628
51506,Male,23,8967
51505,Male,22,33773
51504,Male,29,26964
51503,Female,37,15172
51502,Female,57,25030
51501,Male,32,14002
51500,Female,43,5097
51499,Male,23,24516
51498,Female,20,4745
51497,Male,33,25151
51496,Female,58,32176
51495,Male,26,22829
51494,Female,39,14951
51493,Male,21,18206
51492,Female,40,7644
51491,Male,28,23955
51490,Male,18,4976
51489,Female,28,14077
51488,Male,32,18472
51487,Female,54,30531
51486,Female,36,20204
51485,Male,48,22199
51484,Female,31,11661
51483,Male,44,23422
51482,Male,35,19438
51481,Male,38,9628
51480,Male,44,6089
51479,Female,54,2870
51478,Male,19,5547
51477,Male,37,17547
51476,Female,25,15245
51475,Female,23,14626
51474,Female,57,9765
51473,Female,54,19147
51472,Male,54,17974
51471,Male,40,16222
51470,Male,29,14001
51469,Female,25,30506
51468,Female,39,34189
51467,Male,39,30240
51466,Female,32,9280
51465,Male,58,19053
51464,Female,27,12648
51463,Male,33,9869
51462,Male,22,2086
51461,Female,35,14092
51460,Female,38,26115
51459,Female,31,8189
51458,Female,37,19162
51457,Female,45,19752
51456,Male,56,8464
51455,Male,40,8333
51454,Male,47,7214
51453,Female,33,12289
51452,Female,44,7250
51451,Male,35,22341
51450,Male,38,10720
51449,Male,24,7343
51448,Female,45,23953
51447,Female,27,23109
51446,Male,35,5307
51445,Male,23,2952
51444,Male,35,24161
51443,Male,37,15491
51442,Male,52,20164
51441,Male,32,3649
51440,Female,34,8254
51439,Male,51,24696
51438,Male,31,16249
51437,Female,40,18395
51436,Female,23,18614
51435,Female,27,22996
51434,Male,37,34318
51433,Male,49,3229
51432,Male,24,7171
51431,Male,26,22272
51430,Female,29,3597
51429,Female,34,7820
51428,Female,20,16053
51427,Male,30,15079
51426,Male,37,19481
51425,Male,30,17430
51424,Female,25,5238
51423,Male,60,12639
51422,Female,39,27664
51421,Male,25,15628
51420,Female,32,19446
51419,Female,35,23532
51418,Male,33,25757
51417,Male,30,4042
51416,Female,20,26539
51415,Male,29,24327
51414,Male,54,4010
51413,Male,27,20802
51412,Female,32,3931
51411,Female,62,28620
51410,Female,19,16331
51409,Male,38,10456
51408,Male,18,6655
51407,Male,58,19914
51406,Female,29,6829
51405,Female,53,24070
51404,Male,28,6865
51403,Male,40,20469
51402,Male,55,14132
51401,Female,23,32535
51400,Male,40,9754
51399,Male,21,18471
51398,Female,36,25815
51397,Male,60,4546
51396,Female,64,24444
51395,Female,33,14653
51394,Male,22,14918
51393,Male,36,9449
51392,Male,53,5351
51391,Male,65,30238
51390,Male,18,7936
51389,Male,18,12018
51388,Female,44,5201
51387,Male,63,23292
51386,Female,36,5928
51385,Female,39,15595
51384,Male,32,4082
51383,Male,40,23881
51382,Male,27,9173
51381,Female,23,19176
51380,Male,38,13277
51379,Male,30,3513
51378,Female,31,13955
51377,Male,42,32209
51376,Male,20,32279
51375,Female,40,3234
51374,Female,34,19100
51373,Male,34,22205
51372,Male,34,3091
51371,Male,19,7756
51370,Female,26,5059
51369,Female,36,13445
51368,Male,25,8240
51367,Female,31,15812
51366,Female,29,12987
51365,Female,38,11795
51364,Male,35,15815
51363,Male,46,11078
51362,Female,27,21432
51361,Female,34,5222
51360,Male,40,15678
51359,Female,35,15727
51358,Male,39,3484
51357,Male,47,23094
51356,Female,21,23995
51355,Female,34,12799
51354,Female,54,6851
51353,Female,25,8282
51352,Female,28,5614
51351,Male,33,14966
51350,Female,56,8328
51349,Male,33,19055
51348,Male,40,4400
51347,Male,32,17849
51346,Male,39,15601
51345,Female,38,13037
51344,Male,53,6225
51343,Female,34,21405
51342,Female,37,13344
51341,Female,22,9985
51340,Female,47,11142
51339,Female,18,16623
51338,Male,39,9449
51337,Female,44,3225
51336,Male,32,14361
51335,Male,30,3435
51334,Male,30,15492
51333,Male,37,14408
51332,Female,31,18237
51331,Female,28,3497
51330,Female,34,16723
51329,Male,38,7265
51328,Male,20,11881
51327,Male,18,15622
51326,Male,30,2525
51325,Male,62,19372
51324,Male,47,24954
51323,Female,42,22231
51322,Female,34,3290
51321,Female,32,3289
51320,Male,48,5348
51319,Female,65,13070
51318,Male,32,16821
51317,Male,37,12087
51316,Female,24,12782
51315,Male,61,10340
51314,Female,20,21210
51313,Female,31,2061
51312,Male,31,18162
51311,Female,20,6478
51310,Male,50,12276
51309,Male,46,24708
51308,Male,25,8438
51307,Male,35,4123
51306,Male,27,23812
51305,Male,20,8801
51304,Female,19,9267
51303,Male,59,24225
51302,Female,34,11887
51301,Female,59,23626
51300,Female,56,4242
51299,Male,25,16559
51298,Female,36,21089
51297,Female,32,22877
51296,Female,34,5093
51295,Male,37,13916
51294,Male,39,8945
51293,Male,29,7105
51292,Male,32,3333
51291,Male,45,15199
51290,Female,32,16667
51289,Male,46,3613
51288,Male,19,24187
51287,Male,43,14326
51286,Male,18,6354
51285,Male,65,34100
51284,Male,37,17577
51283,Male,24,23712
51282,Female,60,4614
51281,Male,21,21088
51280,Male,32,11681
51279,Female,34,14839
51278,Female,57,20431
51277,Male,35,16018
51276,Male,58,12763
51275,Female,20,26065
51274,Female,34,15710
51273,Male,20,21853
51272,Male,39,17815
51271,Female,49,6839
51270,Female,65,14052
51269,Female,52,12829
51268,Female,24,2071
51267,Female,37,3475
51266,Male,26,8375
51265,Male,37,8000
51264,Male,33,4034
51263,Female,38,17546
51262,Male,33,6013
51261,Female,26,12581
51260,Female,22,9452
51259,Female,50,9579
51258,Male,56,16094
51257,Male,39,15247
51256,Male,29,8419
51255,Male,18,3047
51254,Female,31,18867
51253,Male,34,10593
51252,Female,40,17560
51251,Female,58,3872
51250,Female,18,17143
51249,Female,38,10056
51248,Female,59,22491
51247,Male,62,8342
51246,Male,61,2035
51245,Female,38,22554
51244,Female,48,7428
51243,Male,32,31724
51242,Male,61,24801
51241,Male,36,4340
51240,Male,63,9618
51239,Female,29,29078
51238,Female,38,24554
51237,Male,36,23485
51236,Female,19,15333
51235,Male,27,6686
51234,Male,37,4557
51233,Male,40,18757
51232,Female,40,31556
51231,Female,35,2932
51230,Female,28,21641
51229,Male,53,10208
51228,Female,39,32592
51227,Male,40,16316
51226,Male,23,21973
51225,Male,27,14470
51224,Male,49,7022
51223,Male,21,23094
51222,Female,36,2060
51221,Male,53,22128
51220,Male,34,2788
51219,Female,36,24893
51218,Male,39,18089
51217,Female,38,7590
51216,Male,23,10548
51215,Female,51,17601
51214,Male,51,13541
51213,Male,19,7480
51212,Male,33,12519
51211,Female,39,8049
51210,Male,29,5290
51209,Female,50,24217
51208,Female,18,8452
51207,Female,57,21087
51206,Female,26,8951
51205,Male,53,11672
51204,Male,37,2796
51203,Male,20,16455
51202,Male,33,23213
51201,Male,45,5726
51200,Female,22,15489
51199,Male,34,2183
51198,Male,28,9374
51197,Male,38,17083
51196,Male,21,16965
51195,Female,42,13565
51194,Female,27,30126
51193,Male,31,5249
51192,Male,34,23630
51191,Female,57,15756
51190,Male,28,26245
51189,Female,38,13812
51188,Male,18,24331
51187,Male,27,8654
51186,Male,35,11764
51185,Male,50,14642
51184,Male,39,21153
51183,Male,34,8855
51182,Female,53,11643
51181,Male,34,5161
51180,Male,34,21627
51179,Female,25,5564
51178,Male,32,14689
51177,Female,38,26014
51176,Female,45,10825
51175,Female,56,10020
51174,Female,38,21005
51173,Female,56,9311
51172,Female,37,8554
51171,Female,46,23152
51170,Female,18,23483
51169,Male,46,23135
51168,Male,36,8637
51167,Female,35,3701
51166,Male,32,13643
51165,Female,35,10932
51164,Female,47,18873
51163,Male,50,8002
51162,Female,18,13073
51161,Male,19,27965
51160,Male,42,13325
51159,Male,47,7783
51158,Female,20,9062
51157,Male,19,13864
51156,Male,60,9867
51155,Female,29,7683
51154,Male,59,4247
51153,Female,51,31462
51152,Male,28,17328
51151,Female,34,16566
51150,Male,31,19127
51149,Male,19,12869
51148,Female,25,5926
51147,Male,24,28236
51146,Female,30,7060
51145,Female,21,11975
51144,Male,24,32424
51143,Female,35,22566
51142,Female,40,3122
51141,Female,18,22657
51140,Female,50,17266
51139,Female,36,24523
51138,Female,25,17458
51137,Male,33,14492
51136,Female,57,8336
51135,Female,44,7172
51134,Female,32,14310
51133,Male,37,11879
51132,Male,31,4942
51131,Male,32,20045
51130,Male,27,29261
51129,Female,57,7665
51128,Male,36,4804
51127,Male,25,24782
51126,Male,38,13117
51125,Female,61,19947
51124,Female,40,16852
51123,Male,32,19486
51122,Female,44,3771
51121,Female,26,34100
51120,Female,28,20032
51119,Female,30,34540
51118,Female,30,20884
51117,Female,38,21883
51116,Male,33,34224
51115,Male,35,13579
51114,Male,28,22506
51113,Male,29,10044
51112,Female,45,3123
51111,Male,35,2083
51110,Male,36,18878
51109,Male,60,8436
51108,Male,61,13962
51107,Female,35,16048
51106,Female,50,22520
51105,Female,29,33403
51104,Female,28,12184
51103,Male,25,4431
51102,Female,19,19389
51101,Female,33,6057
51100,Female,18,7412
51099,Male,34,18558
51098,Male,48,22633
51097,Female,27,23521
51096,Male,37,21306
51095,Male,40,21611
51094,Female,64,2530
51093,Male,38,5097
51092,Female,59,6406
51091,Female,26,23540
51090,Male,51,8617
51089,Male,18,3759
51088,Male,39,23925
51087,Female,34,11044
51086,Female,35,18752
51085,Male,25,21616
51084,Female,64,18849
51083,Female,30,6117
51082,Male,40,3357
51081,Male,32,10649
51080,Male,27,4920
51079,Female,37,4302
51078,Male,21,8810
51077,Female,58,34468
51076,Male,24,28262
51075,Female,29,6302
51074,Male,25,20002
51073,Male,31,22999
51072,Male,20,30941
51071,Female,31,21303
51070,Female,34,7075
51069,Male,20,15638
51068,Male,40,16108
51067,Male,29,12057
51066,Female,22,13454
51065,Male,61,16104
51064,Female,33,13730
51063,Male,22,18030
51062,Male,24,21941
51061,Male,60,19001
51060,Male,20,19889
51059,Female,27,16626
51058,Male,22,34334
51057,Female,36,10389
51056,Male,33,9113
51055,Female,27,33261
51054,Male,61,25316
51053,Female,18,15236
51052,Male,34,23381
51051,Male,46,14125
51050,Male,37,6968
51049,Male,19,16220
51048,Female,23,20496
51047,Male,21,20141
51046,Male,21,24372
51045,Female,32,6827
51044,Male,30,13747
51043,Female,22,18480
51042,Male,39,10200
51041,Female,31,3689
51040,Female,63,8190
51039,Male,63,15724
51038,Male,40,20860
51037,Female,26,2326
51036,Male,35,2836
51035,Male,26,24084
51034,Male,46,12021
51033,Male,18,7468
51032,Male,24,5710
51031,Male,22,23208
51030,Male,32,21819
51029,Male,38,3318
51028,Male,20,12819
51027,Female,23,19799
51026,Male,36,22564
51025,Male,49,7167
51024,Female,29,17249
51023,Female,44,8248
51022,Female,59,21560
51021,Male,35,28300
51020,Male,26,22158
51019,Male,24,21929
51018,Male,18,21352
51017,Female,58,5518
51016,Male,21,24623
51015,Male,61,25515
51014,Female,64,13172
51013,Male,19,16840
51012,Female,63,25104
51011,Male,53,24173
51010,Male,28,13459
51009,Male,33,11651
51008,Male,25,26669
51007,Female,26,23341
51006,Male,18,21837
51005,Male,21,7117
51004,Female,26,31872
51003,Male,61,21235
51002,Female,32,12252
51001,Male,25,22113
51000,Male,31,6716
50999,Female,39,23816
50996,Male,39,16598
50992,Female,35,7102
50990,Female,24,21232
50988,Male,25,10045
50984,Male,21,9938
50980,Female,33,3190
50979,Male,19,11908
50978,Female,37,22079
50975,Male,26,9827
50973,Female,47,12433
50967,Female,35,5881
50966,Male,26,29731
50962,Male,39,24391
50957,Male,43,2842
50953,Female,40,17339
50952,Male,25,9686
50951,Female,38,20154
50942,Female,23,29690
50941,Female,39,10392
50937,Male,26,4376
50929,Female,42,9115
50924,Male,24,19938
50923,Male,43,7062
50922,Female,18,16255
50921,Male,33,18698
50920,Male,35,15213
50916,Male,30,9703
50909,Male,37,8575
50904,Male,42,18108
50903,Male,39,2563
50902,Male,28,7801
50900,Male,37,8874
50897,Male,21,17678
50895,Male,49,17364
50891,Male,44,32633
50890,Male,59,4240
50885,Male,34,13521
50884,Female,35,12451
50883,Male,50,12197
50880,Female,59,7380
50875,Female,18,3537
50872,Male,20,20078
50868,Female,34,9417
50867,Female,25,4573
50860,Female,60,20029
50856,Male,24,13749
50855,Male,23,18267
50854,Male,38,12788
50852,Female,24,2976
50851,Male,43,14449
50844,Female,56,8170
50841,Female,34,17981
50840,Female,20,11722
50836,Male,27,14739
50831,Female,45,11172
50823,Male,55,10382
50820,Female,25,8630
50819,Male,33,23489
50818,Female,21,6766
50814,Female,21,5184
50813,Male,39,9932
50812,Male,40,20344
50811,Female,21,15559
50810,Female,62,2508
50808,Female,31,17986
50807,Female,57,9295
50801,Female,64,20627
50799,Male,34,3082
50794,Male,20,11634
50790,Female,43,17830
50788,Female,33,9592
50780,Female,21,5809
50779,Male,34,9211
50776,Female,21,13218
50767,Male,33,24354
50765,Female,35,3257
50762,Female,25,2697
50761,Female,28,10450
50759,Male,20,5121
50757,Male,19,7856
50756,Male,61,14468
50755,Male,54,25029
50754,Male,43,17135
50751,Female,40,8764
50749,Male,30,9584
50742,Female,22,13812
50741,Male,59,11767
50739,Female,27,3915
50737,Female,50,25117
50734,Female,20,15913
50730,Male,33,4753
50725,Female,27,20876
50722,Female,37,18054
50718,Female,59,29869
50716,Female,31,5274
50714,Male,31,20453
50712,Male,54,15833
50711,Male,39,2420
50709,Female,31,24097
50703,Female,21,9548
50696,Male,31,16688
50694,Female,39,33079
50690,Female,26,12030
50686,Male,18,18877
50684,Male,20,17806
50680,Female,45,17951
50678,Female,31,12153
50674,Male,30,9326
50673,Male,19,5624
50671,Male,33,2466
50670,Male,65,14014
50669,Female,27,3932
50668,Female,50,4543
50663,Female,29,7436
50661,Male,35,3617
50659,Female,22,13171
50658,Female,38,17766
50657,Female,33,19934
50656,Male,24,20782
50655,Male,19,5460
50653,Female,36,24372
50650,Male,22,11617
50649,Female,26,22412
50645,Male,35,4077
50644,Male,30,8869
50643,Female,59,7919
50642,Female,47,24125
50636,Female,20,16001
50635,Male,38,11161
50628,Female,34,12568
50626,Female,24,6016
50625,Male,43,3559
50622,Male,41,25774
50620,Male,21,11161
50619,Male,37,23487
50618,Female,23,30973
50615,Male,55,24635
50612,Female,28,6280
50610,Female,30,24864
50606,Female,50,18045
50604,Female,28,8035
50603,Female,65,13060
50598,Female,29,20489
50595,Male,19,5885
50592,Female,33,23758
50591,Male,51,32857
50589,Female,36,18605
50585,Female,28,21333
50580,Male,62,2074
50579,Female,25,13789
50574,Female,30,23517
50571,Female,56,14408
50570,Male,28,17528
50569,Male,65,7938
50566,Female,32,28877
50564,Female,49,15209
50562,Male,28,4449
50559,Male,34,22910
50555,Female,38,14006
50554,Male,27,21961
50553,Male,56,24615
50551,Female,51,4710
50545,Female,32,15117
50543,Female,38,28877
50542,Female,26,4699
50540,Female,37,20934
50536,Female,26,11341
50535,Female,36,20795
50534,Female,39,14932
50533,Female,59,30726
50532,Male,24,21123
50531,Female,23,9887
50529,Male,29,23140
50528,Male,44,6993
50524,Male,36,5653
50523,Male,19,23516
50519,Female,39,6874
50518,Female,32,3666
50514,Male,33,13787
50507,Female,46,7322
50503,Female,30,18656
50497,Male,19,6349
50491,Female,34,18793
50485,Male,39,6774
50484,Female,19,9070
50481,Female,59,12436
50480,Male,54,34941
50479,Female,62,17399
50476,Male,18,11227
50473,Male,32,21642
50472,Male,37,21202
50470,Female,63,12757
50464,Female,29,4258
50461,Female,23,9539
50460,Female,20,22640
50455,Female,32,29810
50454,Male,23,10298
50447,Female,31,7879
50446,Female,27,9366
50440,Female,29,8940
50439,Female,32,33529
50436,Female,25,4799
50434,Female,61,12586
50430,Female,20,11188
50426,Female,25,12589
50424,Male,37,9650
50418,Female,45,18664
50416,Male,21,8784
50415,Female,35,6153
50414,Female,25,17039
50413,Female,27,16434
50409,Male,37,3172
50405,Male,32,17253
50403,Male,30,24625
50400,Male,40,12957
50399,Female,20,11539
50398,Male,31,14299
50395,Male,49,20931
50390,Male,26,20413
50388,Female,53,2024
50386,Female,37,22895
50385,Female,35,6230
50382,Female,29,24933
50380,Female,35,8121
50377,Male,35,23248
50369,Female,35,10028
50367,Male,51,29791
50364,Male,25,18990
50359,Male,34,21841
50358,Male,26,6326
50356,Male,51,4901
50353,Female,51,21425
50348,Male,24,18737
50347,Female,38,7517
50346,Female,47,5933
50342,Female,63,7236
50341,Male,49,33391
50340,Male,29,7862
50338,Female,26,15186
50335,Male,20,2059
50332,Female,36,21751
50326,Male,34,10376
50317,Male,32,24752
50315,Male,38,2624
50313,Male,32,17793
50309,Male,31,23121
50307,Male,21,11393
50300,Female,30,11767
50296,Female,27,6657
50293,Female,22,2010
50292,Female,52,2824
50283,Female,54,24748
50281,Male,25,16493
50280,Male,25,17874
50278,Female,26,13771
50277,Male,27,26862
50274,Male,50,8306
50271,Female,34,24663
50267,Female,44,24931
50264,Male,24,5021
50261,Male,30,16633
50259,Female,34,23560
50257,Male,35,8577
50255,Female,31,6101
50252,Female,33,18456
50250,Female,43,20104
50247,Male,21,33721
50246,Male,28,3616
50245,Male,27,7918
50243,Female,38,6474
50242,Female,20,14356
50233,Female,58,4315
50232,Female,43,10749
50226,Male,40,19484
50223,Male,24,6725
50217,Male,30,13720
50215,Female,48,10608
50212,Male,27,3909
50211,Female,33,11871
50210,Male,27,10648
50208,Female,38,14529
50206,Male,20,25049
50204,Female,38,2994
50201,Female,28,23014
50200,Female,24,4583
50197,Male,24,21650
50195,Male,50,2058
50194,Male,36,15832
50189,Female,61,15865
50188,Male,23,33277
50187,Male,35,21779
50186,Male,23,7732
50185,Male,18,3762
50179,Male,41,18240
50177,Male,20,19711
50176,Female,33,21828
50174,Female,38,10261
50171,Male,25,13701
50169,Male,40,31445
50168,Male,40,11580
50165,Male,27,29346
50164,Female,60,22941
50163,Female,61,6421
50160,Female,38,6638
50153,Female,30,13532
50152,Female,58,9855
50151,Female,18,10399
50141,Female,55,15085
50140,Female,32,19029
50133,Female,36,7070
50132,Female,65,20531
50129,Female,45,15923
50128,Female,35,19596
50125,Male,23,18117
50124,Female,22,12578
50122,Male,28,17147
50119,Female,37,7797
50113,Female,24,23793
50111,Male,40,15057
50108,Female,23,5618
50106,Male,33,8945
50104,Male,29,8010
50103,Male,37,27034
50102,Male,23,14549
50098,Female,49,9783
50095,Male,24,4976
50091,Male,21,15140
50087,Male,57,16641
50084,Female,27,30207
50078,Male,33,15537
50076,Male,52,6187
50074,Female,46,4938
50070,Male,39,12021
50068,Male,39,4138
50063,Male,65,15057
50061,Male,29,20010
50058,Male,38,22635
50056,Male,65,3057
50054,Male,21,24365
50048,Male,38,17914
50032,Female,38,17640
50030,Female,51,12615
50028,Female,26,17128
50022,Male,27,27221
50016,Female,19,23326
50014,Female,57,21452
50012,Male,35,2403
50005,Male,59,7216
49999,Male,22,13331
49996,Male,21,10722
49993,Female,32,21366
49992,Male,28,21303
49989,Male,22,17182
49987,Male,36,8454
49985,Male,27,9924
49982,Male,20,3077
49981,Male,37,9922
49980,Male,28,20406
49979,Male,21,2686
49976,Female,39,25765
49971,Male,30,21896
49969,Male,59,4101
49967,Male,39,4297
49959,Female,22,22475
49958,Male,38,11260
49955,Male,43,19623
49952,Female,33,6252
49949,Male,45,6590
49948,Female,21,19979
49945,Female,39,18443
49943,Male,27,3798
49941,Male,53,11341
49936,Female,40,12881
49935,Female,35,5439
49934,Male,24,4845
49932,Male,22,15817
49930,Female,65,18948
49929,Male,26,5939
49927,Female,24,20081
49925,Female,27,15410
49922,Male,40,12613
49920,Female,20,19643
49918,Male,37,3646
49917,Female,28,8288
49904,Female,58,24582
49899,Male,33,5757
49897,Male,25,15706
49890,Male,34,7869
49889,Female,23,6290
49888,Male,23,3226
49880,Female,50,22993
49874,Female,34,31126
49873,Male,33,10168
49872,Male,24,10108
49871,Male,25,7598
49865,Female,34,15165
49858,Male,58,5370
49856,Female,24,18366
49854,Female,25,8617
49853,Female,33,11200
49852,Male,61,22764
49850,Female,44,18385
49849,Male,59,23296
49836,Male,51,21738
49834,Male,41,5920
49829,Male,38,20216
49823,Female,46,21602
49822,Female,40,14148
49820,Female,29,21260
49817,Female,21,9002
49816,Male,27,12224
49805,Female,36,3589
49804,Female,32,13862
49802,Female,30,6094
49801,Female,19,18613
49799,Female,57,9773
49798,Male,52,15950
49794,Female,35,12257
49780,Male,60,25548
49778,Male,28,19922
49777,Female,32,10359
49776,Female,56,2702
49773,Female,32,9175
49767,Female,37,21146
49764,Male,31,9183
49761,Female,40,2467
49751,Female,24,17050
49744,Female,34,8926
